,name,appid,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
157,darkestdungeon,262060.0,2016-01-19,1.0,Red Hook Studios,Red Hook Studios,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG;Strategy,Turn-Based Combat;RPG;Dungeon Crawler,104.0,41544.0,6741.0,1121.0,619.0,2000000-5000000,18.99
161,deadlight,211400.0,2012-10-25,1.0,"Tequila Works, S.L.",Microsoft Studios,windows,18.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Zombies;Platformer;Indie,31.0,8981.0,2298.0,307.0,415.0,500000-1000000,9.99
163,dishonored,205100.0,2012-10-11,1.0,Arkane Studios,Bethesda Softworks,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Stealth;First-Person;Action,80.0,41756.0,1269.0,749.0,565.0,2000000-5000000,7.99
165,divinityoriginalsinenhancededition,373420.0,2015-10-27,1.0,Larian Studios,Larian Studios,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Turn-Based;Co-op,54.0,10601.0,1201.0,1559.0,1190.0,1000000-2000000,29.99
166,dmcdevilmaycry,220440.0,2013-01-24,1.0,Ninja Theory,Capcom,windows,16.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Hack and Slash;Great Soundtrack,58.0,14820.0,956.0,533.0,558.0,1000000-2000000,23.99
169,dragonageoriginsultimateedition,47810.0,2010-10-29,1.0,BioWare,Electronic Arts,windows,0.0,Single-player,RPG,RPG;Fantasy;Story Rich,0.0,8808.0,726.0,686.0,464.0,1000000-2000000,19.99
171,ducktalesremastered,237630.0,2013-08-13,1.0,WayForward,Capcom,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual,Platformer;Remake;Adventure,20.0,3198.0,523.0,240.0,313.0,200000-500000,11.99
172,dungeondefenders,65800.0,2011-10-18,1.0,Trendy Entertainment,Trendy Entertainment,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Indie;RPG;Strategy,Tower Defense;RPG;Co-op,114.0,10693.0,932.0,1993.0,1205.0,1000000-2000000,9.99
173,dungeonsofdredmor,98800.0,2011-07-13,1.0,"Gaslamp Games, Inc.","Gaslamp Games, Inc.",windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Stats;Steam Leaderboards,Casual;Indie;RPG,Rogue-like;Turn-Based;RPG,124.0,3879.0,235.0,800.0,1302.0,500000-1000000,3.49
174,dyinglight,239140.0,2015-01-26,1.0,Techland,Techland Publishing,windows;mac;linux,18.0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Action;RPG,Zombies;Survival;Open World,68.0,78192.0,6176.0,2033.0,1299.0,2000000-5000000,24.99
175,endlesslegend,289130.0,2014-09-18,1.0,AMPLITUDE Studios,SEGA,windows;mac,0.0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,RPG;Strategy,Strategy;Turn-Based;4X,139.0,10015.0,2107.0,1045.0,727.0,1000000-2000000,22.99
176,eurotrucksimulator2,227300.0,2012-10-12,1.0,SCS Software,SCS Software,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Indie;Simulation,Simulation;Driving;Open World,67.0,176769.0,5825.0,4942.0,1413.0,5000000-10000000,14.99
177,fear3,21100.0,2011-06-21,1.0,Day 1 Studios,Warner Bros. Interactive Entertainment,windows,18.0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,FPS;Horror;Co-op,50.0,5349.0,2030.0,310.0,298.0,1000000-2000000,12.99
179,fallout4,377160.0,2015-11-09,1.0,Bethesda Game Studios,Bethesda Softworks,windows,18.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,RPG,Open World;Post-apocalyptic;Exploration,84.0,110376.0,45377.0,4822.0,2904.0,5000000-10000000,19.99
180,falloutnewvegas,22380.0,2010-10-21,1.0,Obsidian Entertainment,Bethesda Softworks,windows,18.0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;RPG,Open World;RPG;Post-apocalyptic,75.0,66756.0,3149.0,2485.0,1431.0,2000000-5000000,7.99
184,galacticcivilizationsiiultimateedition,202200.0,2011-12-02,1.0,Stardock Entertainment,Stardock Entertainment,windows,0.0,Single-player,Indie;Strategy,Strategy;4X;Space,0.0,894.0,300.0,13.0,17.0,500000-1000000,14.99
185,garrysmod,4000.0,2006-11-29,1.0,Facepunch Studios,Valve,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Indie;Simulation,Sandbox;Multiplayer;Funny,29.0,363721.0,16433.0,12422.0,1875.0,10000000-20000000,6.99
186,gish,9500.0,2007-07-20,1.0,Cryptic Sea,Chronic Logic,windows;mac,0.0,Single-player;Multi-player,Indie,Indie;Platformer;Physics,11.0,160.0,94.0,23.0,23.0,200000-500000,5.99
187,goatsimulator,265930.0,2014-04-01,1.0,Coffee Stain Studios,Coffee Stain Publishing,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Casual;Indie;Simulation,Simulation;Funny;Comedy,127.0,45892.0,5779.0,309.0,149.0,2000000-5000000,7.19
188,gonehome,232430.0,2013-08-15,1.0,Fullbright,Fullbright,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Commentary available,Adventure;Indie,Walking Simulator;Short;Indie,10.0,11893.0,3651.0,90.0,129.0,500000-1000000,10.99
189,grimfandangoremastered,316790.0,2015-01-26,1.0,Double Fine Productions,Double Fine Productions,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Commentary available,Adventure,Adventure;Classic;Point & Click,47.0,4129.0,471.0,285.0,322.0,500000-1000000,10.99
190,guacameleegoldedition,214770.0,2013-08-08,1.0,DrinkBox Studios,DrinkBox Studios,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Platformer;Action,60.0,4881.0,338.0,245.0,317.0,500000-1000000,9.99
191,gunpoint,206190.0,2013-06-03,1.0,Suspicious Developments,Suspicious Developments,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,Action;Indie;Strategy,Stealth;Puzzle;Indie,42.0,10384.0,271.0,212.0,242.0,500000-1000000,6.0
192,gunsoficarusonline,209080.0,2012-10-29,1.0,Muse Games,Muse Games,windows;mac;linux,0.0,Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats,Action;Adventure;Indie;Simulation,Steampunk;Team-Based;Multiplayer,849.0,12932.0,1276.0,275.0,295.0,2000000-5000000,3.99
193,hitmanabsolution,203140.0,2012-11-19,1.0,Io-Interactive A/S;Feral Interactive (Mac),Io-Interactive A/S;Feral Interactive (Mac),windows;mac,18.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Stealth;Action;Third Person,47.0,23277.0,2478.0,650.0,400.0,2000000-5000000,14.99
195,hotlinemiami,219150.0,2012-10-23,1.0,Dennaton Games,Devolver Digital,windows;mac;linux,18.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Great Soundtrack;Action;Violent,35.0,45809.0,1211.0,380.0,237.0,2000000-5000000,6.99
196,insanelytwistedshadowplanet,205730.0,2012-04-17,1.0,Shadow Planet Productions,Microsoft Studios,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Adventure;Indie,17.0,547.0,83.0,275.0,275.0,200000-500000,11.99
197,insurgency,222880.0,2014-01-22,1.0,New World Interactive,New World Interactive,windows;mac;linux,0.0,Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Includes level editor,Action;Indie;Strategy,FPS;Realistic;Tactical,100.0,92355.0,9570.0,712.0,245.0,2000000-5000000,6.99
199,jetsetradio,205950.0,2012-09-19,1.0,Blit Software,SEGA,windows,0.0,Single-player;Full controller support,Action,Great Soundtrack;Classic;Action,30.0,3398.0,631.0,207.0,136.0,1000000-2000000,5.59
200,justcause2,8190.0,2010-03-23,1.0,Avalanche Studios,Square Enix,windows,18.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Open World;Action;Sandbox,50.0,33636.0,3231.0,519.0,272.0,2000000-5000000,9.99
201,justcause2multiplayermod,259080.0,2013-12-16,1.0,Avalanche Studios,Square Enix,windows,0.0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action;Adventure,Open World;Multiplayer;Action,20.0,12261.0,1099.0,431.0,223.0,1000000-2000000,0.0
202,killingfloor2,232090.0,2016-11-18,1.0,Tripwire Interactive,Tripwire Interactive,windows,18.0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Includes level editor,Action,Zombies;Co-op;Gore,257.0,60917.0,8354.0,2967.0,957.0,2000000-5000000,19.99
203,kingdomsofamalurreckoning,102500.0,2012-02-09,1.0,Big Huge Games;38 Studios,38 Studios;Electronic Arts,windows,16.0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;RPG,RPG;Fantasy;Open World,61.0,8523.0,1201.0,252.0,170.0,500000-1000000,19.99
205,legomarvelsuperheroes,249130.0,2013-11-15,1.0,Traveller's Tales,Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,LEGO;Open World;Superhero,45.0,8797.0,691.0,4034.0,3514.0,500000-1000000,14.99
206,laracroftandtheguardianoflight,35130.0,2010-09-28,1.0,Crystal Dynamics,Square Enix,windows,0.0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Action;Adventure;Co-op,12.0,2506.0,237.0,42.0,57.0,500000-1000000,7.99
207,left4dead,500.0,2008-11-17,1.0,Valve,Valve,windows;mac,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes Source SDK;Commentary available,Action,Zombies;Co-op;FPS,73.0,17951.0,948.0,897.0,278.0,5000000-10000000,7.19
208,legendofgrimrock,207170.0,2012-04-11,1.0,Almost Human Games,Almost Human Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Workshop;Includes level editor,Adventure;Indie;RPG,Dungeon Crawler;RPG;Indie,40.0,4420.0,268.0,314.0,362.0,500000-1000000,10.99
209,legendofgrimrock2,251730.0,2014-10-15,1.0,Almost Human Games,Almost Human Games,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;RPG,RPG;Dungeon Crawler;Adventure,60.0,2075.0,215.0,951.0,1191.0,200000-500000,17.99
210,littleinferno,221260.0,2012-11-19,1.0,Tomorrow Corporation,Tomorrow Corporation,windows;mac;linux,0.0,Single-player,Adventure;Casual;Indie,Casual;Indie;Puzzle,0.0,6403.0,459.0,177.0,246.0,500000-1000000,6.99
211,lostplanetextremecondition,6510.0,2007-06-29,1.0,"CAPCOM Co., Ltd.",Capcom,windows,0.0,Single-player;Multi-player;Partial Controller Support;Valve Anti-Cheat enabled,Action;Adventure,Action;Adventure;Third-Person Shooter,0.0,569.0,178.0,74.0,74.0,200000-500000,9.99
212,lugaruhd,25010.0,2010-10-08,1.0,Wolfire Games,Wolfire Games,windows;mac;linux,0.0,Single-player,Action,Action;Indie;Martial Arts,0.0,321.0,98.0,13.0,13.0,100000-200000,7.99
213,metalgearsolidvgroundzeroes,311340.0,2014-12-18,1.0,Kojima Productions,Konami Digital Entertainment,windows,18.0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure,Stealth;Action;Short,16.0,7953.0,1692.0,320.0,198.0,500000-1000000,16.99
214,metalgearsolidvthephantompain,287700.0,2015-09-01,1.0,Konami Digital Entertainment,Konami Digital Entertainment,windows,18.0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure,Stealth;Open World;Story Rich,42.0,38643.0,4954.0,3007.0,2478.0,1000000-2000000,24.99
215,machinarium,40700.0,2009-10-16,1.0,Amanita Design,Amanita Design,windows;mac,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Indie,Point & Click;Adventure;Puzzle,12.0,5437.0,264.0,165.0,241.0,500000-1000000,7.99
216,magicka,42910.0,2011-01-25,1.0,Arrowhead Game Studios,Paradox Interactive,windows,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;RPG,Comedy;Action;Co-op,88.0,20912.0,1964.0,589.0,369.0,2000000-5000000,7.99
218,masseffect2,24980.0,2010-01-28,1.0,BioWare,Electronic Arts,windows,0.0,Single-player,RPG,RPG;Sci-fi;Story Rich,0.0,10675.0,542.0,1087.0,736.0,1000000-2000000,19.99
224,mortalkombatx,307780.0,2015-04-13,1.0,NetherRealm Studios;QLOC,Warner Bros. Interactive Entertainment,windows,18.0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Fighting;Gore;Action,73.0,21484.0,7154.0,1030.0,446.0,1000000-2000000,15.99
225,naturalselection2,4920.0,2012-10-30,1.0,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows;linux,0.0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Action;Indie;Strategy,Multiplayer;Strategy;FPS,67.0,8372.0,1498.0,627.0,253.0,1000000-2000000,6.99
226,nexuiz,96800.0,2012-05-10,1.0,IllFonic,IllFonic;Psyop Games,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action,Action;Arena Shooter;FPS,12.0,167.0,105.0,9.0,9.0,200000-500000,7.99
229,nightsintodreams,219950.0,2012-12-17,1.0,SEGA,SEGA,windows,0.0,Single-player;Steam Achievements;Partial Controller Support,Adventure,Adventure;Classic;Great Soundtrack,13.0,553.0,79.0,9.0,16.0,200000-500000,5.59
230,nidhogg,94400.0,2014-01-13,1.0,Messhof,Messhof,windows;mac,0.0,Single-player;Multi-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Sports,Local Multiplayer;Indie;Action,12.0,5480.0,758.0,123.0,184.0,500000-1000000,6.99
231,orionprelude,104900.0,2013-04-16,1.0,Spiral Game Studios,DANKIE,windows,0.0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Indie;RPG,Dinosaurs;Action;FPS,251.0,22057.0,7558.0,263.0,98.0,2000000-5000000,0.79
232,octodaddadliestcatch,224480.0,2014-01-30,1.0,Young Horses,Young Horses,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Comedy;Physics;Indie,32.0,6742.0,536.0,174.0,250.0,500000-1000000,11.99
233,olliolli,274250.0,2014-07-22,1.0,Roll7;General Arcade,Devolver Digital,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Indie;Sports,Skateboarding;Indie;Sports,12.0,596.0,156.0,16.0,16.0,100000-200000,9.99
234,orcsmustdie2,201790.0,2012-07-30,1.0,Robot Entertainment,Robot Entertainment,windows,0.0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Tower Defense;Co-op;Action,27.0,13321.0,682.0,429.0,244.0,2000000-5000000,11.99
235,outlast,238320.0,2013-09-04,1.0,Red Barrels,Red Barrels,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie,Horror;Atmospheric;First-Person,14.0,45966.0,1953.0,751.0,166.0,2000000-5000000,15.49
236,payday2,218620.0,2013-08-13,1.0,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,windows;linux,18.0,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Action;RPG,Co-op;Action;FPS,1130.0,308657.0,56523.0,3975.0,890.0,10000000-20000000,7.49
237,prototype2,115320.0,2012-07-26,1.0,Radical Entertainment,Activision,windows,18.0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Action;Open World;Gore,43.0,5411.0,2244.0,698.0,953.0,500000-1000000,19.99
238,papersplease,239030.0,2013-08-08,1.0,Lucas Pope,3909,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie,Indie;Political;Simulation,13.0,25587.0,1103.0,674.0,214.0,2000000-5000000,6.99
240,penumbraoverture,22180.0,2009-03-06,1.0,Frictional Games,Frictional Games,windows;mac;linux,0.0,Single-player;Captions available,Gore;Action;Adventure;Indie,Horror;Adventure;First-Person,0.0,1660.0,164.0,37.0,43.0,500000-1000000,0.0
241,pillarsofeternity,291650.0,2015-03-26,1.0,Obsidian Entertainment,Paradox Interactive,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,RPG,RPG;Fantasy;Isometric,48.0,11558.0,1835.0,1710.0,2177.0,1000000-2000000,22.99
242,prisonarchitect,233450.0,2015-10-06,1.0,Introversion Software,Paradox Interactive,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;Simulation;Strategy,Simulation;Building;Management,18.0,31687.0,2286.0,1472.0,717.0,2000000-5000000,23.79
243,prototype,10150.0,2009-06-12,1.0,Radical Entertainment,Activision,windows,0.0,Single-player,Action;Adventure,Action;Open World;Adventure,0.0,3702.0,904.0,645.0,1001.0,500000-1000000,14.99
245,rage,9200.0,2011-10-03,1.0,id Software,Bethesda Softworks,windows,16.0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support,Action,FPS;Post-apocalyptic;Action,60.0,9394.0,2882.0,559.0,392.0,1000000-2000000,7.99
246,redfactionarmageddon,55110.0,2011-06-09,1.0,Volition,THQ Nordic,windows,18.0,Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Action;Destruction;Third Person,58.0,2674.0,1005.0,307.0,436.0,1000000-2000000,14.99
248,riskofrain,248820.0,2013-11-08,1.0,Hopoo Games,Chucklefish,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;RPG,Rogue-like;Indie;Platformer,15.0,22700.0,1589.0,946.0,610.0,1000000-2000000,6.99
