,name,appid,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
427,andyetitmoves,18700.0,2009-04-02,1.0,Broken Rules,Broken Rules,windows;mac;linux,0.0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Platformer;Indie;Puzzle,30.0,735.0,327.0,17.0,22.0,200000-500000,6.99
428,annaextendededition,217690.0,2013-04-12,1.0,Dreampainters,Kalypso Media Digital,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Horror;Adventure;Indie,35.0,878.0,489.0,269.0,269.0,200000-500000,7.99
429,anomalywarzoneearth,91200.0,2011-04-08,1.0,11 bit studios,11 bit studios,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Strategy;Indie;Tower Defense,42.0,3300.0,481.0,200.0,181.0,500000-1000000,7.99
430,antichamber,219890.0,2013-01-31,1.0,Alexander Bruce,Demruth,windows;mac;linux,0.0,Single-player;Steam Trading Cards,Adventure;Indie,Puzzle;First-Person;Indie,0.0,12232.0,612.0,176.0,181.0,1000000-2000000,14.99
431,arcania,39690.0,2010-10-11,1.0,Spellbound Studios,THQ Nordic,windows,0.0,Single-player,RPG,RPG;Open World;Singleplayer,0.0,735.0,763.0,398.0,571.0,200000-500000,17.99
432,armacoldwarassault,65790.0,2011-08-08,1.0,Bohemia Interactive,Bohemia Interactive,windows,16.0,Single-player,Action;Simulation;Strategy,Simulation;Action;Strategy,0.0,3195.0,942.0,28.0,39.0,1000000-2000000,3.49
435,assassinscreedrevelations,201870.0,2011-11-30,1.0,Ubisoft Montreal,Ubisoft,windows,16.0,Single-player;Multi-player,Action;Adventure,Action;Open World;Parkour,0.0,5912.0,1055.0,1153.0,1306.0,500000-1000000,12.49
436,atomzombiesmasher,55040.0,2011-03-14,1.0,Blendo Games,Blendo Games,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats,Indie;Strategy,Strategy;Zombies;Indie,41.0,1397.0,180.0,72.0,101.0,200000-500000,6.99
437,avadontheblackfortress,112100.0,2011-08-17,1.0,Spiderweb Software,Spiderweb Software,windows;mac;linux,0.0,Single-player;Steam Achievements;Stats,RPG;Indie,RPG;Indie;Fantasy,30.0,342.0,76.0,13.0,13.0,200000-500000,6.99
438,avernumescapefromthepit,208400.0,2012-04-11,1.0,Spiderweb Software,Spiderweb Software,windows;mac,0.0,Single-player;Steam Achievements;Steam Cloud;Stats,Strategy;RPG;Indie,RPG;Indie;Isometric,35.0,658.0,55.0,0.0,0.0,100000-200000,6.99
439,bittriprunner,63710.0,2011-02-28,1.0,Gaijin Games,Gaijin Games,windows;mac,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Rhythm;Platformer,26.0,3058.0,490.0,149.0,202.0,500000-1000000,6.99
441,beatbuddytaleoftheguardians,231040.0,2013-08-06,1.0,Threaks,Threaks,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie,Indie;Music;Adventure,15.0,814.0,236.0,99.0,101.0,200000-500000,6.99
444,bloodbowllegendaryedition,58520.0,2010-10-28,1.0,Cyanide Studios,Focus Home Interactive,windows,0.0,Single-player;Multi-player,Sports;Strategy,Strategy;Sports;Turn-Based,0.0,675.0,228.0,284.0,380.0,200000-500000,7.99
445,braid,26800.0,2009-04-10,1.0,Number None,Number None,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Strategy,Puzzle;Platformer;Indie,12.0,6529.0,386.0,178.0,251.0,1000000-2000000,10.99
446,burnoutparadisetheultimatebox,24740.0,2009-03-12,1.0,Criterion Games,Electronic Arts,windows,0.0,Single-player;Multi-player,Racing,Racing;Open World;Multiplayer,0.0,9739.0,1487.0,431.0,576.0,1000000-2000000,9.99
447,citiesxlplatinum,231140.0,2013-02-06,1.0,Focus Home Interactive,Focus Home Interactive,windows,0.0,Single-player;Steam Cloud,Simulation,Simulation;City Builder;Strategy,0.0,771.0,584.0,19.0,28.0,200000-500000,7.49
448,closure,72000.0,2012-09-07,1.0,Eyebrow Interactive,Eyebrow Interactive,windows;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Commentary available,Indie,Puzzle;Platformer;Indie,8.0,680.0,107.0,72.0,100.0,200000-500000,6.99
451,confrontation,204560.0,2012-04-04,1.0,Cyanide Studio,Focus Home Interactive,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Cloud,Action;RPG;Strategy,RPG;Strategy;Action,52.0,77.0,228.0,0.0,0.0,200000-500000,6.99
452,cortexcommand,209670.0,2012-09-28,1.0,Data Realms,"Data Realms, LLC",windows;mac,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie;Strategy,Indie;Action;Strategy,11.0,3119.0,1454.0,199.0,229.0,1000000-2000000,14.99
453,costumequest,115100.0,2011-10-14,1.0,Double Fine Productions,Double Fine Productions,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;RPG,RPG;Adventure;Comedy,21.0,2635.0,210.0,219.0,227.0,200000-500000,6.99
454,crayonphysicsdeluxe,26900.0,2009-05-06,1.0,Kloonigames,Kloonigames,windows;mac,0.0,Single-player,Casual;Indie,Indie;Casual;Puzzle,0.0,668.0,109.0,20.0,26.0,500000-1000000,15.99
455,crysiswarhead,17330.0,2008-09-17,1.0,Crytek,Electronic Arts,windows,0.0,Single-player,Action,Action;FPS;Sci-fi,0.0,1694.0,312.0,18.0,29.0,500000-1000000,7.99
457,defcon,1520.0,2006-09-29,1.0,Introversion Software,Introversion Software,windows;mac;linux,0.0,Single-player;Multi-player,Indie;Strategy,Strategy;Indie;Multiplayer,22.0,2057.0,344.0,80.0,119.0,500000-1000000,7.19
459,darwinia,1500.0,2005-07-14,1.0,Introversion Software,Introversion Software,windows;mac;linux,0.0,Single-player,Indie;Strategy,Strategy;Indie;RTS,0.0,472.0,158.0,182.0,273.0,500000-1000000,7.19
461,deathspank,18040.0,2010-10-25,1.0,Hothead Games,Electronic Arts,windows;mac,0.0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,RPG;Action;Indie,12.0,540.0,34.0,1008.0,1008.0,100000-200000,7.99
462,deathspankthongsofvirtue,18050.0,2010-11-30,1.0,Hothead Games,Electronic Arts,windows;mac,0.0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;RPG;Indie,Action;RPG;Indie,13.0,125.0,18.0,0.0,0.0,50000-100000,7.99
468,defensegridtheawakening,18500.0,2008-12-08,1.0,Hidden Path Entertainment,Hidden Path Entertainment,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Strategy,Tower Defense;Strategy;Sci-fi,87.0,3307.0,113.0,455.0,686.0,500000-1000000,6.99
469,dinodday,70000.0,2011-04-08,1.0,800 North and Digital Ranch,800 North and Digital Ranch,windows,0.0,Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats,Action;Indie,Dinosaurs;Action;Multiplayer,77.0,12222.0,2367.0,172.0,150.0,1000000-2000000,6.99
470,divinityiideveloperscut,219780.0,2012-10-29,1.0,Larian Studios,Larian Studios;Focus Home Interactive,windows,0.0,Single-player,RPG,RPG;Fantasy;Open World,0.0,2001.0,441.0,2511.0,70.0,500000-1000000,14.99
471,dogfighter,42500.0,2010-06-14,1.0,Dark Water Studios Ltd,Instinct Software Ltd.,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,29.0,232.0,152.0,63.0,63.0,200000-500000,1.99
474,dustanelysiantail,236090.0,2013-05-24,1.0,Humble Hearts LLC,Microsoft Studios,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Platformer;Indie,30.0,15064.0,625.0,370.0,247.0,1000000-2000000,11.99
475,dwarfs,35480.0,2011-05-04,1.0,Power of 2,Tripwire Interactive,windows;mac;linux,0.0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Strategy;Indie;Casual,Strategy;Casual;Indie,29.0,619.0,177.0,53.0,57.0,200000-500000,7.99
476,dwarfs,281560.0,2014-03-20,1.0,ZSK Progres s.c.,Strategy First,windows,0.0,Single-player,Adventure,Adventure;Puzzle,0.0,8.0,7.0,0.0,0.0,0-20000,4.79
477,edge,38740.0,2011-08-11,1.0,Two Tribes,Two Tribes Publishing,windows;mac;linux,0.0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Puzzle;Indie;Action,47.0,1714.0,148.0,41.0,43.0,200000-500000,4.99
478,eetsmunchies,214550.0,2014-03-11,1.0,Klei Entertainment,Klei Entertainment,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie;Simulation;Strategy,Indie;Casual;Puzzle,14.0,471.0,122.0,128.0,155.0,200000-500000,4.99
481,fez,224760.0,2013-05-01,1.0,Polytron Corporation,Trapdoor,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Platformer;Indie;Puzzle,12.0,10641.0,928.0,144.0,198.0,1000000-2000000,6.99
482,faeriesolitaire,38600.0,2010-09-17,1.0,Subsoap,Subsoap,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Card Game;Casual;Indie,30.0,2147.0,207.0,266.0,262.0,200000-500000,6.99
485,farcry3blooddragon,233270.0,2013-05-01,1.0,Ubisoft Montreal,Ubisoft,windows,0.0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,FPS;1980s;Comedy,0.0,9282.0,1257.0,249.0,201.0,1000000-2000000,12.49
486,fateoftheworld,80200.0,2011-02-28,1.0,Red Redemption,Red Redemption,windows;mac,0.0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Strategy,Strategy;Simulation;Turn-Based,32.0,267.0,80.0,123.0,123.0,50000-100000,6.99
487,floatingpoint,302380.0,2014-06-06,1.0,Suspicious Developments,Suspicious Developments,windows;mac;linux,0.0,Single-player,Casual;Free to Play;Indie,Free to Play;Casual;Indie,0.0,3262.0,139.0,7076.0,23.0,500000-1000000,0.0
488,frozensynapse,98200.0,2011-05-26,1.0,Mode 7,Mode 7,windows;mac;linux,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Turn Notifications,Indie;Strategy,Strategy;Turn-Based;Tactical,16.0,1990.0,430.0,183.0,227.0,500000-1000000,18.99
489,galaxyonfire2fullhd,212010.0,2012-08-21,1.0,Fishlabs Entertainment GmbH,bitComposer Games,windows,0.0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;Simulation;Strategy,Space;Simulation;Action,92.0,1046.0,382.0,361.0,361.0,200000-500000,5.59
491,gameofthrones,208730.0,2012-06-07,1.0,Cyanide Studios,Focus Home Interactive,windows,0.0,Single-player;Steam Achievements;Full controller support,Action;RPG,RPG;Action;Fantasy,50.0,1407.0,587.0,1042.0,1421.0,200000-500000,10.99
492,geminirue,80310.0,2011-10-26,1.0,Joshua Neurnberger,Wadjet Eye Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Point & Click;Adventure;Sci-fi,15.0,1199.0,128.0,97.0,97.0,200000-500000,6.99
493,geometrywarsretroevolved,8400.0,2007-06-18,1.0,Bizarre Creations,Activision,windows,0.0,Single-player;Full controller support,Casual,Arcade;Twin Stick Shooter;Casual,0.0,583.0,62.0,109.0,109.0,100000-200000,2.99
494,gianasisterstwisteddreams,223220.0,2012-10-22,1.0,Black Forest Games,HandyGames;Black Forest Games,windows,0.0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Platformer;Indie;Action,25.0,1229.0,326.0,177.0,217.0,500000-1000000,10.99
495,gratuitousspacebattles,41800.0,2009-11-16,1.0,Positech Games,Positech Games,windows;mac;linux,0.0,Single-player;Multi-player;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Simulation;Indie,0.0,505.0,168.0,272.0,333.0,500000-1000000,10.99
496,hackerevolutionuntold,70110.0,2010-09-14,1.0,exosyphen studios,exosyphen studios,windows;mac;linux,0.0,Single-player;Steam Trading Cards,Indie;Simulation,Simulation;Indie;Hacking,0.0,192.0,148.0,242.0,265.0,200000-500000,0.79
497,hackerevolutionduality,70120.0,2011-08-15,1.0,exosyphen studios,exosyphen studios,windows;mac;linux,0.0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Indie,Indie;Hacking;Simulation,9.0,176.0,298.0,46.0,46.0,200000-500000,0.79
498,halfminuteherosupermeganeoclimaxultimateboy,214830.0,2012-09-27,1.0,Opus,Marvelous,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;RPG,RPG;Action;Casual,35.0,1147.0,172.0,254.0,462.0,200000-500000,6.99
499,hammerfight,41100.0,2009-10-28,1.0,Konstantin Koshutin,KranX Productions,windows;mac;linux,0.0,Single-player,Action;Indie,Action;Indie;Physics,0.0,1051.0,514.0,256.0,254.0,200000-500000,3.99
500,hammerwatch,239070.0,2013-08-12,1.0,Crackshell,Crackshell,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor,Action;Adventure;Indie;RPG,Indie;Dungeon Crawler;RPG,38.0,5092.0,566.0,288.0,279.0,500000-1000000,6.99
503,home,215670.0,2012-08-31,1.0,Benjamin Rivers Inc.,Benjamin Rivers Inc.,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Horror,12.0,1069.0,518.0,21.0,21.0,200000-500000,1.99
504,home,1051170.0,2019-04-08,1.0,Z.A.Games,Z.A.Games,windows,0.0,Single-player,Action;Adventure;Casual;Free to Play;Indie;RPG;Simulation;Sports;Strategy,Casual;Action;Strategy,0.0,8.0,3.0,0.0,0.0,0-20000,0.79
505,ihavenomouthandimustscream,245390.0,2013-10-17,1.0,Cyberdreams,Nightdive Studios,windows;mac;linux,0.0,Single-player;Steam Trading Cards,Adventure,Point & Click;Adventure;Horror,0.0,836.0,106.0,100.0,158.0,100000-200000,4.79
506,indiegamethemovie,207080.0,2012-06-12,1.0,BlinkWorks Media,BlinkWorks Media,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Commentary available,Indie,Movie;Documentary;Indie,7.0,1536.0,126.0,218.0,249.0,200000-500000,6.99
508,jamestown,94200.0,2011-06-08,1.0,Final Form Games,Final Form Games,windows;mac,0.0,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie,Shoot 'Em Up;Bullet Hell;Local Co-Op,42.0,1955.0,103.0,79.0,100.0,500000-1000000,6.99
509,kingsbountyarmoredprincess,3170.0,2009-11-19,1.0,Katauri Interactive,1C Entertainment,windows;mac,0.0,Single-player;Steam Cloud,RPG;Strategy,RPG;Turn-Based Strategy;Strategy,0.0,482.0,53.0,1422.0,1429.0,200000-500000,7.99
510,kingsbountycrossworlds,63910.0,2010-09-17,1.0,Katauri Interactive,1C Entertainment,windows,0.0,Single-player;Steam Cloud;Includes level editor,RPG;Strategy,RPG;Strategy;Turn-Based Strategy,0.0,492.0,47.0,30.0,30.0,200000-500000,11.99
512,madballsinbaboinvasion,25700.0,2009-09-17,1.0,Playbrains,Playbrains,windows;mac,0.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie,Indie;Action;Shooter,17.0,198.0,38.0,54.0,54.0,50000-100000,3.99
516,masterlevelsfordoomii,9160.0,2007-08-03,1.0,id Software,id Software,windows,0.0,Single-player;Steam Cloud,Action,Action;FPS;Classic,0.0,310.0,69.0,7.0,12.0,500000-1000000,0.0
517,mcpixel,220860.0,2012-09-25,1.0,Sos Sosowski,Sos Sosowski,windows;mac,0.0,Single-player;Steam Trading Cards;Steam Cloud;Includes level editor,Action;Adventure;Indie,Point & Click;Indie;Comedy,0.0,3000.0,581.0,136.0,166.0,200000-500000,2.99
519,medievaliitotalwarkingdoms,4780.0,2007-08-28,1.0,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0.0,Single-player;Multi-player,Strategy,Strategy;Medieval;Historical,0.0,585.0,30.0,0.0,0.0,200000-500000,0.0
521,mirrorsedge,17410.0,2009-01-14,1.0,DICE,Electronic Arts,windows,0.0,Single-player;Full controller support;Partial Controller Support,Action;Adventure,Parkour;First-Person;Action,0.0,17880.0,2341.0,260.0,172.0,2000000-5000000,9.99
522,mountbladewarband,48700.0,2010-03-31,1.0,TaleWorlds Entertainment,TaleWorlds Entertainment,windows;mac;linux,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;RPG,Medieval;RPG;Open World,80.0,75872.0,2213.0,7932.0,1884.0,2000000-5000000,14.99
523,multiwinia,1530.0,2008-09-19,1.0,Introversion Software,Introversion Software,windows;mac,0.0,Single-player;Multi-player;Steam Achievements,Indie,Indie;RTS;Strategy,12.0,368.0,75.0,121.0,224.0,500000-1000000,7.19
525,nightsky,99700.0,2011-03-01,1.0,"Nicalis, Inc.","Nicalis, Inc.",windows;mac;linux,0.0,Single-player,Casual;Indie;Strategy,Indie;Platformer;Casual,22.0,748.0,100.0,21.0,32.0,500000-1000000,6.99
526,oddworldabesoddysee,15700.0,2008-08-28,1.0,Oddworld Inhabitants,Oddworld Inhabitants,windows,0.0,Single-player;Steam Trading Cards,Adventure,Adventure;Platformer;Classic,0.0,2739.0,442.0,387.0,217.0,2000000-5000000,1.99
527,offspringfling,211360.0,2012-05-11,1.0,Kyle Pulver,Kyle Pulver,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Puzzle;Platformer,10.0,449.0,90.0,134.0,180.0,200000-500000,4.99
530,orcsmustdie,102600.0,2011-10-11,1.0,Robot Entertainment,Robot Entertainment,windows,0.0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Strategy,Tower Defense;Action;Strategy,27.0,5371.0,180.0,159.0,195.0,1000000-2000000,7.99
531,paydaytheheist,24240.0,2011-10-20,1.0,OVERKILL Software,Daybreak Game Company,windows,18.0,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action,FPS;Action;Co-op,56.0,34645.0,2533.0,444.0,248.0,2000000-5000000,10.99
532,pennyarcadesontherainslickprecipiceofdarkness3,213030.0,2012-06-25,1.0,Zeboyd Games,"Penny Arcade, Inc.",windows;mac,0.0,Single-player;Full controller support;Steam Cloud,Indie;RPG,RPG;Indie;Comedy,0.0,466.0,71.0,0.0,0.0,200000-500000,1.69
533,pixeljunkmonstersultimate,243780.0,2013-08-26,1.0,Double Eleven;Q-Games Ltd.,Double Eleven,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Strategy,Tower Defense;Strategy;Local Co-Op,52.0,618.0,185.0,135.0,225.0,200000-500000,6.99
534,plainsight,49900.0,2010-04-05,1.0,Beatnik Games,Beatnik Games,windows,0.0,Multi-player;Steam Achievements;Steam Leaderboards,Action;Indie,Action;Indie;Multiplayer,24.0,177.0,83.0,0.0,0.0,100000-200000,3.99
536,princeofpersia,19980.0,2008-12-10,1.0,Ubisoft Montreal,Ubisoft,windows,0.0,Single-player,Action;Adventure,Action;Adventure;Platformer,0.0,948.0,266.0,305.0,399.0,200000-500000,8.59
537,projectzomboid,108600.0,2013-11-08,1.0,The Indie Stone,The Indie Stone,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,Indie;RPG;Simulation;Early Access,Early Access;Survival;Zombies,0.0,17273.0,2606.0,658.0,701.0,500000-1000000,9.99
538,proteus,219680.0,2013-01-30,1.0,Ed Key and David Kanaga,Twisted Tree,windows;mac;linux,0.0,Single-player;Full controller support,Adventure;Casual;Indie,Exploration;Relaxing;Walking Simulator,0.0,1847.0,659.0,36.0,48.0,200000-500000,6.99
539,psychonauts,3830.0,2006-10-11,1.0,Double Fine Productions,Double Fine Productions,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Platformer;Comedy;Adventure,37.0,8204.0,456.0,491.0,232.0,2000000-5000000,6.99
541,rawrealmsofancientwar,209730.0,2012-10-11,1.0,Wizarbox,Focus Home Interactive,windows,0.0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;RPG,RPG;Action;Hack and Slash,12.0,288.0,312.0,24.0,24.0,200000-500000,11.99
542,racethesun,253030.0,2013-12-09,1.0,Flippfly LLC,Flippfly LLC,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Racing,Racing;Indie;Singleplayer,25.0,5258.0,343.0,172.0,219.0,500000-1000000,6.99
544,renegadeops,99300.0,2011-10-26,1.0,Avalanche Studios,SEGA,windows,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action,Action;Twin Stick Shooter;Top-Down,16.0,1773.0,297.0,18.0,28.0,500000-1000000,9.99
545,revengeofthetitans,93200.0,2011-03-16,1.0,Puppygames,Puppygames,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Tower Defense;Strategy;Indie,77.0,837.0,158.0,121.0,158.0,200000-500000,11.39
546,risen2darkwaters,40390.0,2012-04-26,1.0,Piranha Bytes,Deep Silver,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,RPG,RPG;Pirates;Open World,49.0,2987.0,891.0,1278.0,1257.0,1000000-2000000,7.99
548,robocraft,301520.0,2017-08-24,1.0,Freejam,Freejam,windows;mac;linux,0.0,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Free to Play;Indie;Massively Multiplayer;RPG;Simulation,Free to Play;Robots;Building,43.0,80360.0,30987.0,1369.0,211.0,10000000-20000000,0.0
550,rockofages,22230.0,2011-09-07,1.0,ACE Team,SEGA,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Racing;Strategy,Comedy;Indie;Strategy,19.0,2604.0,244.0,235.0,231.0,200000-500000,6.99
552,stalkershadowofchernobyl,4500.0,2007-03-20,1.0,GSC Game World,GSC Game World,windows,0.0,Single-player;Multi-player,Action;RPG,Atmospheric;Post-apocalyptic;Open World,0.0,11039.0,570.0,493.0,360.0,1000000-2000000,9.99
553,sacred2gold,225640.0,2012-12-21,1.0,Ascaron,Deep Silver,windows,0.0,Single-player,RPG,RPG;Open World;Hack and Slash,0.0,1177.0,495.0,69.0,100.0,500000-1000000,10.99
554,saintsrow2,9480.0,2009-01-07,1.0,Volition,Deep Silver,windows;linux,0.0,Single-player;Steam Cloud,Action,Open World;Action;Character Customization,0.0,9442.0,2881.0,322.0,81.0,2000000-5000000,9.99
556,shadowgrounds,2500.0,2006-05-08,1.0,Frozenbyte,Frozenbyte,windows;mac,0.0,Single-player;Shared/Split Screen;Steam Trading Cards,Action,Action;Sci-fi;Top-Down Shooter,0.0,973.0,248.0,186.0,258.0,500000-1000000,3.99
557,shadowgroundssurvivor,11200.0,2007-11-14,1.0,Frozenbyte,Frozenbyte,windows;mac,0.0,Single-player;Shared/Split Screen;Steam Trading Cards;Includes level editor,Action,Action;Sci-fi;Isometric,0.0,328.0,239.0,355.0,374.0,200000-500000,6.99
558,shank,6120.0,2010-10-25,1.0,Klei Entertainment,Klei Entertainment,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Beat 'em up,12.0,1749.0,227.0,255.0,363.0,200000-500000,7.19
559,shank2,102840.0,2012-02-07,1.0,Klei Entertainment,Klei Entertainment,windows;mac;linux,18.0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Beat 'em up;Indie,20.0,1707.0,373.0,297.0,256.0,500000-1000000,7.19
560,shatter,20820.0,2010-03-15,1.0,Sidhe,PikPok,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Great Soundtrack;Indie;Arcade,30.0,963.0,64.0,31.0,51.0,200000-500000,6.99
563,skydrift,91100.0,2011-11-21,1.0,Digital Reality,HandyGames,windows,0.0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie;Racing,Racing;Indie;Flight,12.0,771.0,98.0,1329.0,1329.0,200000-500000,6.99
564,snapshot,204220.0,2012-08-30,1.0,Retro Affect,Retro Affect,windows;mac;linux,0.0,Single-player,Adventure;Casual;Indie,Indie;Adventure;Casual,36.0,161.0,61.0,89.0,89.0,200000-500000,6.99
565,snuggletruck,111100.0,2012-02-03,1.0,Owlchemy Labs,Owlchemy Labs,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards;Includes level editor,Casual;Indie;Racing,Casual;Racing;Indie,11.0,363.0,81.0,199.0,199.0,100000-200000,3.99
566,spacepiratesandzombies,107200.0,2011-08-15,1.0,MinMax Games Ltd.,MinMax Games Ltd.,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action;Indie;RPG;Strategy,Space;Action;Indie,48.0,2315.0,202.0,225.0,282.0,500000-1000000,6.99
567,spacechem,92800.0,2011-03-02,1.0,Zachtronics,Zachtronics,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Simulation,Puzzle;Difficult;Programming,20.0,3700.0,324.0,177.0,143.0,500000-1000000,6.99
568,spellforce2faithindestiny,65530.0,2012-06-19,1.0,Mind Over Matter Studios,THQ Nordic,windows,0.0,Single-player;Multi-player;Co-op,RPG;Strategy,Strategy;RPG;RTS,0.0,125.0,85.0,1244.0,2481.0,200000-500000,13.99
569,startrekonline,9900.0,2012-01-31,1.0,Cryptic Studios,Perfect World Entertainment,windows,0.0,Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;Sci-fi;Space,0.0,7639.0,2391.0,2514.0,638.0,1000000-2000000,0.0
